ИНД (ТБ_ГОСБ_ТН);ИНД (ТБ_ГОСБ_ФИО);ТН 10;ТБ;ГОСБ;КМ;Эффективный КМ;2025, тыс. руб.;2024, тыс. руб. на конец месяца;Прирост, %;Прирост, тыс. руб.;ОД конец квартала, тыс. руб.
Сибирский банк_Новосибирское ГОСБ №8047_0012287587;Сибирский банк_Новосибирское ГОСБ №8047_Иванов Денис Владимирович;12287587;Сибирский банк;Новосибирское ГОСБ №8047;Иванов Денис Владимирович;👍;135226;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_0012287587;Сибирский банк_Новосибирское ГОСБ №8047_Иванов Денис Владимирович;12287587;Сибирский банк;Новосибирское ГОСБ №8047;Иванов Денис Владимирович;👍;169560;135226.0;25.39;34334.0;169560.0
Сибирский банк_Новосибирское ГОСБ №8047_0340716726;Сибирский банк_Новосибирское ГОСБ №8047_Смирнов Анна Николаевна;340716726;Сибирский банк;Новосибирское ГОСБ №8047;Смирнов Анна Николаевна;👎;59995;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_0340716726;Сибирский банк_Новосибирское ГОСБ №8047_Смирнов Анна Николаевна;340716726;Сибирский банк;Новосибирское ГОСБ №8047;Смирнов Анна Николаевна;👎;125420;59995.0;109.05;65425.0;125420.0
Сибирский банк_Новосибирское ГОСБ №8047_1094776724;Сибирский банк_Новосибирское ГОСБ №8047_Козлов Ксения Алексеевна;1094776724;Сибирский банк;Новосибирское ГОСБ №8047;Козлов Ксения Алексеевна;👍;66853;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_1094776724;Сибирский банк_Новосибирское ГОСБ №8047_Козлов Ксения Алексеевна;1094776724;Сибирский банк;Новосибирское ГОСБ №8047;Козлов Ксения Алексеевна;👍;218601;66853.0;226.99;151748.0;218601.0
Сибирский банк_Новосибирское ГОСБ №8047_1328894487;Сибирский банк_Новосибирское ГОСБ №8047_Соколов Татьяна Андреевна;1328894487;Сибирский банк;Новосибирское ГОСБ №8047;Соколов Татьяна Андреевна;👍;140943;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_1328894487;Сибирский банк_Новосибирское ГОСБ №8047_Соколов Татьяна Андреевна;1328894487;Сибирский банк;Новосибирское ГОСБ №8047;Соколов Татьяна Андреевна;👍;170161;140943.0;20.73;29218.0;170161.0
Сибирский банк_Новосибирское ГОСБ №8047_1743391914;Сибирский банк_Новосибирское ГОСБ №8047_Волков Юлия Алексеевна;1743391914;Сибирский банк;Новосибирское ГОСБ №8047;Волков Юлия Алексеевна;👍;176548;114958.0;53.58;61590.0;176548.0
Сибирский банк_Новосибирское ГОСБ №8047_3175366220;Сибирский банк_Новосибирское ГОСБ №8047_Егоров Владислав Михайлович;3175366220;Сибирский банк;Новосибирское ГОСБ №8047;Егоров Владислав Михайлович;👍;170670;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_3175366220;Сибирский банк_Новосибирское ГОСБ №8047_Егоров Владислав Михайлович;3175366220;Сибирский банк;Новосибирское ГОСБ №8047;Егоров Владислав Михайлович;👍;185139;170670.0;8.48;14469.0;185139.0
Сибирский банк_Новосибирское ГОСБ №8047_3596259351;Сибирский банк_Новосибирское ГОСБ №8047_Петров Александр Александрович;3596259351;Сибирский банк;Новосибирское ГОСБ №8047;Петров Александр Александрович;👎;128261;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_3596259351;Сибирский банк_Новосибирское ГОСБ №8047_Петров Александр Александрович;3596259351;Сибирский банк;Новосибирское ГОСБ №8047;Петров Александр Александрович;👎;140847;128261.0;9.81;12586.0;140847.0
Сибирский банк_Новосибирское ГОСБ №8047_3819222551;Сибирский банк_Новосибирское ГОСБ №8047_Степанов Дмитрий Алексеевич;3819222551;Сибирский банк;Новосибирское ГОСБ №8047;Степанов Дмитрий Алексеевич;👍;136841;113469.0;20.6;23372.0;136841.0
Сибирский банк_Новосибирское ГОСБ №8047_3819222551;Сибирский банк_Новосибирское ГОСБ №8047_Степанов Дмитрий Алексеевич;3819222551;Сибирский банк;Новосибирское ГОСБ №8047;Степанов Дмитрий Алексеевич;👍;113469;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_3896577701;Сибирский банк_Новосибирское ГОСБ №8047_Алексеев Николай Александрович;3896577701;Сибирский банк;Новосибирское ГОСБ №8047;Алексеев Николай Александрович;👍;195514;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_3896577701;Сибирский банк_Новосибирское ГОСБ №8047_Алексеев Николай Александрович;3896577701;Сибирский банк;Новосибирское ГОСБ №8047;Алексеев Николай Александрович;👍;200256;195514.0;2.43;4742.0;200256.0
Сибирский банк_Новосибирское ГОСБ №8047_4894370967;Сибирский банк_Новосибирское ГОСБ №8047_Волков Владислав Николаевич;4894370967;Сибирский банк;Новосибирское ГОСБ №8047;Волков Владислав Николаевич;👍;207062;188747.0;9.7;18315.0;207062.0
Сибирский банк_Новосибирское ГОСБ №8047_4894370967;Сибирский банк_Новосибирское ГОСБ №8047_Волков Владислав Николаевич;4894370967;Сибирский банк;Новосибирское ГОСБ №8047;Волков Владислав Николаевич;👍;188747;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_5278785282;Сибирский банк_Новосибирское ГОСБ №8047_Морозов Полина Ивановна;5278785282;Сибирский банк;Новосибирское ГОСБ №8047;Морозов Полина Ивановна;👎;155850;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_5278785282;Сибирский банк_Новосибирское ГОСБ №8047_Морозов Полина Ивановна;5278785282;Сибирский банк;Новосибирское ГОСБ №8047;Морозов Полина Ивановна;👎;186597;155850.0;19.73;30747.0;186597.0
Сибирский банк_Новосибирское ГОСБ №8047_5506361956;Сибирский банк_Новосибирское ГОСБ №8047_Новиков Виктория Николаевна;5506361956;Сибирский банк;Новосибирское ГОСБ №8047;Новиков Виктория Николаевна;👍;87283;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_5506361956;Сибирский банк_Новосибирское ГОСБ №8047_Новиков Виктория Николаевна;5506361956;Сибирский банк;Новосибирское ГОСБ №8047;Новиков Виктория Николаевна;👍;93448;87283.0;7.06;6165.0;93448.0
Сибирский банк_Новосибирское ГОСБ №8047_6407829580;Сибирский банк_Новосибирское ГОСБ №8047_Михайлов Даниил Иванович;6407829580;Сибирский банк;Новосибирское ГОСБ №8047;Михайлов Даниил Иванович;👍;88698;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_6407829580;Сибирский банк_Новосибирское ГОСБ №8047_Михайлов Даниил Иванович;6407829580;Сибирский банк;Новосибирское ГОСБ №8047;Михайлов Даниил Иванович;👍;193483;88698.0;118.14;104785.0;193483.0
Сибирский банк_Новосибирское ГОСБ №8047_7923108012;Сибирский банк_Новосибирское ГОСБ №8047_Смирнов Владимир Николаевич;7923108012;Сибирский банк;Новосибирское ГОСБ №8047;Смирнов Владимир Николаевич;👎;142108;105868.0;34.23;36240.0;142108.0
Сибирский банк_Новосибирское ГОСБ №8047_7923108012;Сибирский банк_Новосибирское ГОСБ №8047_Смирнов Владимир Николаевич;7923108012;Сибирский банк;Новосибирское ГОСБ №8047;Смирнов Владимир Николаевич;👎;105868;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_8549579068;Сибирский банк_Новосибирское ГОСБ №8047_Соколов Александр Александрович;8549579068;Сибирский банк;Новосибирское ГОСБ №8047;Соколов Александр Александрович;👍;209395;112111.0;86.77;97284.0;209395.0
Сибирский банк_Новосибирское ГОСБ №8047_8549579068;Сибирский банк_Новосибирское ГОСБ №8047_Соколов Александр Александрович;8549579068;Сибирский банк;Новосибирское ГОСБ №8047;Соколов Александр Александрович;👍;112111;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_8693309475;Сибирский банк_Новосибирское ГОСБ №8047_Новиков Екатерина Максимовна;8693309475;Сибирский банк;Новосибирское ГОСБ №8047;Новиков Екатерина Максимовна;👍;201197;159310.0;26.29;41887.0;201197.0
Сибирский банк_Новосибирское ГОСБ №8047_8693309475;Сибирский банк_Новосибирское ГОСБ №8047_Новиков Екатерина Максимовна;8693309475;Сибирский банк;Новосибирское ГОСБ №8047;Новиков Екатерина Максимовна;👍;159310;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_9126104073;Сибирский банк_Новосибирское ГОСБ №8047_Степанов Анастасия Ивановна;9126104073;Сибирский банк;Новосибирское ГОСБ №8047;Степанов Анастасия Ивановна;👍;196473;95677.0;105.35;100796.0;196473.0
Сибирский банк_Новосибирское ГОСБ №8047_9126104073;Сибирский банк_Новосибирское ГОСБ №8047_Степанов Анастасия Ивановна;9126104073;Сибирский банк;Новосибирское ГОСБ №8047;Степанов Анастасия Ивановна;👍;95677;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_9253434259;Сибирский банк_Новосибирское ГОСБ №8047_Новиков Владимир Иванович;9253434259;Сибирский банк;Новосибирское ГОСБ №8047;Новиков Владимир Иванович;👍;159747;N/A;N/A;N/A;N/A
Сибирский банк_Новосибирское ГОСБ №8047_9253434259;Сибирский банк_Новосибирское ГОСБ №8047_Новиков Владимир Иванович;9253434259;Сибирский банк;Новосибирское ГОСБ №8047;Новиков Владимир Иванович;👍;201412;159747.0;26.08;41665.0;201412.0
Сибирский банк_Новосибирское ГОСБ №8047_9735033654;Сибирский банк_Новосибирское ГОСБ №8047_Волков Арина Алексеевна;9735033654;Сибирский банк;Новосибирское ГОСБ №8047;Волков Арина Алексеевна;👍;127184;111716.0;13.85;15468.0;127184.0
Сибирский банк_Новосибирское ГОСБ №8047_9735033654;Сибирский банк_Новосибирское ГОСБ №8047_Волков Арина Алексеевна;9735033654;Сибирский банк;Новосибирское ГОСБ №8047;Волков Арина Алексеевна;👍;111716;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_1693892021;Сибирский банк_Омское ГОСБ №8634_Морозов Светлана Владимировна;1693892021;Сибирский банк;Омское ГОСБ №8634;Морозов Светлана Владимировна;👍;122540;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_1693892021;Сибирский банк_Омское ГОСБ №8634_Морозов Светлана Владимировна;1693892021;Сибирский банк;Омское ГОСБ №8634;Морозов Светлана Владимировна;👍;159151;122540.0;29.88;36611.0;159151.0
Сибирский банк_Омское ГОСБ №8634_1712829746;Сибирский банк_Омское ГОСБ №8634_Смирнов Игорь Михайлович;1712829746;Сибирский банк;Омское ГОСБ №8634;Смирнов Игорь Михайлович;👍;140180;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_1712829746;Сибирский банк_Омское ГОСБ №8634_Смирнов Игорь Михайлович;1712829746;Сибирский банк;Омское ГОСБ №8634;Смирнов Игорь Михайлович;👍;214962;140180.0;53.35;74782.0;214962.0
Сибирский банк_Омское ГОСБ №8634_1747978160;Сибирский банк_Омское ГОСБ №8634_Николаев Сергей Андреевич;1747978160;Сибирский банк;Омское ГОСБ №8634;Николаев Сергей Андреевич;👎;216699;160648.0;34.89;56051.0;216699.0
Сибирский банк_Омское ГОСБ №8634_1747978160;Сибирский банк_Омское ГОСБ №8634_Николаев Сергей Андреевич;1747978160;Сибирский банк;Омское ГОСБ №8634;Николаев Сергей Андреевич;👎;160648;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_2082605511;Сибирский банк_Омское ГОСБ №8634_Николаев Андрей Николаевич;2082605511;Сибирский банк;Омское ГОСБ №8634;Николаев Андрей Николаевич;👍;178973;164203.0;8.99;14770.0;178973.0
Сибирский банк_Омское ГОСБ №8634_2438592847;Сибирский банк_Омское ГОСБ №8634_Козлов Сергей Андреевич;2438592847;Сибирский банк;Омское ГОСБ №8634;Козлов Сергей Андреевич;👎;180251;159667.0;12.89;20584.0;180251.0
Сибирский банк_Омское ГОСБ №8634_2438592847;Сибирский банк_Омское ГОСБ №8634_Козлов Сергей Андреевич;2438592847;Сибирский банк;Омское ГОСБ №8634;Козлов Сергей Андреевич;👎;159667;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_2477128395;Сибирский банк_Омское ГОСБ №8634_Волков Владимир Максимович;2477128395;Сибирский банк;Омское ГОСБ №8634;Волков Владимир Максимович;👍;174631;50890.0;243.15;123741.0;174631.0
Сибирский банк_Омское ГОСБ №8634_2477128395;Сибирский банк_Омское ГОСБ №8634_Волков Владимир Максимович;2477128395;Сибирский банк;Омское ГОСБ №8634;Волков Владимир Максимович;👍;50890;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_3432954093;Сибирский банк_Омское ГОСБ №8634_Павлов Светлана Николаевна;3432954093;Сибирский банк;Омское ГОСБ №8634;Павлов Светлана Николаевна;👍;58228;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_3432954093;Сибирский банк_Омское ГОСБ №8634_Павлов Светлана Николаевна;3432954093;Сибирский банк;Омское ГОСБ №8634;Павлов Светлана Николаевна;👍;200865;58228.0;244.96;142637.0;200865.0
Сибирский банк_Омское ГОСБ №8634_4011235316;Сибирский банк_Омское ГОСБ №8634_Федоров Арина Сергеевна;4011235316;Сибирский банк;Омское ГОСБ №8634;Федоров Арина Сергеевна;👎;184225;111954.0;64.55;72271.0;184225.0
Сибирский банк_Омское ГОСБ №8634_4011235316;Сибирский банк_Омское ГОСБ №8634_Федоров Арина Сергеевна;4011235316;Сибирский банк;Омское ГОСБ №8634;Федоров Арина Сергеевна;👎;111954;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_4524723662;Сибирский банк_Омское ГОСБ №8634_Егоров Игорь Владимирович;4524723662;Сибирский банк;Омское ГОСБ №8634;Егоров Игорь Владимирович;👍;111565;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_4524723662;Сибирский банк_Омское ГОСБ №8634_Егоров Игорь Владимирович;4524723662;Сибирский банк;Омское ГОСБ №8634;Егоров Игорь Владимирович;👍;192490;111565.0;72.54;80925.0;192490.0
Сибирский банк_Омское ГОСБ №8634_4857821572;Сибирский банк_Омское ГОСБ №8634_Степанов Алиса Ивановна;4857821572;Сибирский банк;Омское ГОСБ №8634;Степанов Алиса Ивановна;👍;135933;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_4857821572;Сибирский банк_Омское ГОСБ №8634_Степанов Алиса Ивановна;4857821572;Сибирский банк;Омское ГОСБ №8634;Степанов Алиса Ивановна;👍;210471;135933.0;54.83;74538.0;210471.0
Сибирский банк_Омское ГОСБ №8634_6215147929;Сибирский банк_Омское ГОСБ №8634_Новиков Даниил Николаевич;6215147929;Сибирский банк;Омское ГОСБ №8634;Новиков Даниил Николаевич;👍;163233;55313.0;195.11;107920.0;163233.0
Сибирский банк_Омское ГОСБ №8634_6215147929;Сибирский банк_Омское ГОСБ №8634_Новиков Даниил Николаевич;6215147929;Сибирский банк;Омское ГОСБ №8634;Новиков Даниил Николаевич;👍;55313;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_6881264152;Сибирский банк_Омское ГОСБ №8634_Егоров Артем Иванович;6881264152;Сибирский банк;Омское ГОСБ №8634;Егоров Артем Иванович;👎;144309;141927.0;1.68;2382.0;144309.0
Сибирский банк_Омское ГОСБ №8634_6881264152;Сибирский банк_Омское ГОСБ №8634_Егоров Артем Иванович;6881264152;Сибирский банк;Омское ГОСБ №8634;Егоров Артем Иванович;👎;141927;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_7118395204;Сибирский банк_Омское ГОСБ №8634_Иванов Полина Ивановна;7118395204;Сибирский банк;Омское ГОСБ №8634;Иванов Полина Ивановна;👍;192629;125610.0;53.35;67019.0;192629.0
Сибирский банк_Омское ГОСБ №8634_7118395204;Сибирский банк_Омское ГОСБ №8634_Иванов Полина Ивановна;7118395204;Сибирский банк;Омское ГОСБ №8634;Иванов Полина Ивановна;👍;125610;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_7568195572;Сибирский банк_Омское ГОСБ №8634_Федоров Владимир Дмитриевич;7568195572;Сибирский банк;Омское ГОСБ №8634;Федоров Владимир Дмитриевич;👍;50879;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_7568195572;Сибирский банк_Омское ГОСБ №8634_Федоров Владимир Дмитриевич;7568195572;Сибирский банк;Омское ГОСБ №8634;Федоров Владимир Дмитриевич;👍;193133;50879.0;279.59;142254.0;193133.0
Сибирский банк_Омское ГОСБ №8634_7655979821;Сибирский банк_Омское ГОСБ №8634_Федоров Ольга Максимовна;7655979821;Сибирский банк;Омское ГОСБ №8634;Федоров Ольга Максимовна;👍;198268;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_8308043246;Сибирский банк_Омское ГОСБ №8634_Иванов Максим Алексеевич;8308043246;Сибирский банк;Омское ГОСБ №8634;Иванов Максим Алексеевич;👍;73436;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_8308043246;Сибирский банк_Омское ГОСБ №8634_Иванов Максим Алексеевич;8308043246;Сибирский банк;Омское ГОСБ №8634;Иванов Максим Алексеевич;👍;158643;73436.0;116.03;85207.0;158643.0
Сибирский банк_Омское ГОСБ №8634_8894073002;Сибирский банк_Омское ГОСБ №8634_Волков Елена Александровна;8894073002;Сибирский банк;Омское ГОСБ №8634;Волков Елена Александровна;👍;58160;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_8894073002;Сибирский банк_Омское ГОСБ №8634_Волков Елена Александровна;8894073002;Сибирский банк;Омское ГОСБ №8634;Волков Елена Александровна;👍;208564;58160.0;258.6;150404.0;208564.0
Сибирский банк_Омское ГОСБ №8634_9024136736;Сибирский банк_Омское ГОСБ №8634_Алексеев Анастасия Николаевна;9024136736;Сибирский банк;Омское ГОСБ №8634;Алексеев Анастасия Николаевна;👍;74643;N/A;N/A;N/A;N/A
Сибирский банк_Омское ГОСБ №8634_9024136736;Сибирский банк_Омское ГОСБ №8634_Алексеев Анастасия Николаевна;9024136736;Сибирский банк;Омское ГОСБ №8634;Алексеев Анастасия Николаевна;👍;180765;74643.0;142.17;106122.0;180765.0
Сибирский банк_Томское ГОСБ №8616_1220455304;Сибирский банк_Томское ГОСБ №8616_Кузнецов Денис Андреевич;1220455304;Сибирский банк;Томское ГОСБ №8616;Кузнецов Денис Андреевич;👎;129482;54783.0;136.35;74699.0;129482.0
Сибирский банк_Томское ГОСБ №8616_1220455304;Сибирский банк_Томское ГОСБ №8616_Кузнецов Денис Андреевич;1220455304;Сибирский банк;Томское ГОСБ №8616;Кузнецов Денис Андреевич;👎;54783;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_1236297826;Сибирский банк_Томское ГОСБ №8616_Иванов Михаил Андреевич;1236297826;Сибирский банк;Томское ГОСБ №8616;Иванов Михаил Андреевич;👍;52702;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_1236297826;Сибирский банк_Томское ГОСБ №8616_Иванов Михаил Андреевич;1236297826;Сибирский банк;Томское ГОСБ №8616;Иванов Михаил Андреевич;👍;59343;52702.0;12.6;6641.0;59343.0
Сибирский банк_Томское ГОСБ №8616_1281894875;Сибирский банк_Томское ГОСБ №8616_Иванов Ирина Сергеевна;1281894875;Сибирский банк;Томское ГОСБ №8616;Иванов Ирина Сергеевна;👍;195794;72299.0;170.81;123495.0;195794.0
Сибирский банк_Томское ГОСБ №8616_1281894875;Сибирский банк_Томское ГОСБ №8616_Иванов Ирина Сергеевна;1281894875;Сибирский банк;Томское ГОСБ №8616;Иванов Ирина Сергеевна;👍;72299;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_1518345767;Сибирский банк_Томское ГОСБ №8616_Новиков Сергей Михайлович;1518345767;Сибирский банк;Томское ГОСБ №8616;Новиков Сергей Михайлович;👍;96535;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_1518345767;Сибирский банк_Томское ГОСБ №8616_Новиков Сергей Михайлович;1518345767;Сибирский банк;Томское ГОСБ №8616;Новиков Сергей Михайлович;👍;198671;96535.0;105.8;102136.0;198671.0
Сибирский банк_Томское ГОСБ №8616_1833386914;Сибирский банк_Томское ГОСБ №8616_Кузнецов Максим Сергеевич;1833386914;Сибирский банк;Томское ГОСБ №8616;Кузнецов Максим Сергеевич;👎;206645;195440.0;5.73;11205.0;206645.0
Сибирский банк_Томское ГОСБ №8616_1833386914;Сибирский банк_Томское ГОСБ №8616_Кузнецов Максим Сергеевич;1833386914;Сибирский банк;Томское ГОСБ №8616;Кузнецов Максим Сергеевич;👎;195440;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_1999013128;Сибирский банк_Томское ГОСБ №8616_Новиков Максим Дмитриевич;1999013128;Сибирский банк;Томское ГОСБ №8616;Новиков Максим Дмитриевич;👍;168628;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_1999013128;Сибирский банк_Томское ГОСБ №8616_Новиков Максим Дмитриевич;1999013128;Сибирский банк;Томское ГОСБ №8616;Новиков Максим Дмитриевич;👍;184055;168628.0;9.15;15427.0;184055.0
Сибирский банк_Томское ГОСБ №8616_2157959773;Сибирский банк_Томское ГОСБ №8616_Васильев Николай Андреевич;2157959773;Сибирский банк;Томское ГОСБ №8616;Васильев Николай Андреевич;👎;124425;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_2157959773;Сибирский банк_Томское ГОСБ №8616_Васильев Николай Андреевич;2157959773;Сибирский банк;Томское ГОСБ №8616;Васильев Николай Андреевич;👎;129592;124425.0;4.15;5167.0;129592.0
Сибирский банк_Томское ГОСБ №8616_2988716332;Сибирский банк_Томское ГОСБ №8616_Смирнов Михаил Алексеевич;2988716332;Сибирский банк;Томское ГОСБ №8616;Смирнов Михаил Алексеевич;👍;139371;69455.0;100.66;69916.0;139371.0
Сибирский банк_Томское ГОСБ №8616_2988716332;Сибирский банк_Томское ГОСБ №8616_Смирнов Михаил Алексеевич;2988716332;Сибирский банк;Томское ГОСБ №8616;Смирнов Михаил Алексеевич;👍;69455;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_4383840189;Сибирский банк_Томское ГОСБ №8616_Егоров Наталья Владимировна;4383840189;Сибирский банк;Томское ГОСБ №8616;Егоров Наталья Владимировна;👎;173831;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_4383840189;Сибирский банк_Томское ГОСБ №8616_Егоров Наталья Владимировна;4383840189;Сибирский банк;Томское ГОСБ №8616;Егоров Наталья Владимировна;👎;182197;173831.0;4.81;8366.0;182197.0
Сибирский банк_Томское ГОСБ №8616_4988625463;Сибирский банк_Томское ГОСБ №8616_Волков Константин Андреевич;4988625463;Сибирский банк;Томское ГОСБ №8616;Волков Константин Андреевич;👍;155605;131598.0;18.24;24007.0;155605.0
Сибирский банк_Томское ГОСБ №8616_4988625463;Сибирский банк_Томское ГОСБ №8616_Волков Константин Андреевич;4988625463;Сибирский банк;Томское ГОСБ №8616;Волков Константин Андреевич;👍;131598;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_5060111455;Сибирский банк_Томское ГОСБ №8616_Павлов Андрей Алексеевич;5060111455;Сибирский банк;Томское ГОСБ №8616;Павлов Андрей Алексеевич;👍;109364;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_5073185657;Сибирский банк_Томское ГОСБ №8616_Попов Ксения Алексеевна;5073185657;Сибирский банк;Томское ГОСБ №8616;Попов Ксения Алексеевна;👍;173826;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_5073185657;Сибирский банк_Томское ГОСБ №8616_Попов Ксения Алексеевна;5073185657;Сибирский банк;Томское ГОСБ №8616;Попов Ксения Алексеевна;👍;185262;173826.0;6.58;11436.0;185262.0
Сибирский банк_Томское ГОСБ №8616_5392766534;Сибирский банк_Томское ГОСБ №8616_Павлов Роман Владимирович;5392766534;Сибирский банк;Томское ГОСБ №8616;Павлов Роман Владимирович;👎;131174;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_5392766534;Сибирский банк_Томское ГОСБ №8616_Павлов Роман Владимирович;5392766534;Сибирский банк;Томское ГОСБ №8616;Павлов Роман Владимирович;👎;216091;131174.0;64.74;84917.0;216091.0
Сибирский банк_Томское ГОСБ №8616_6064019926;Сибирский банк_Томское ГОСБ №8616_Лебедев Арина Александровна;6064019926;Сибирский банк;Томское ГОСБ №8616;Лебедев Арина Александровна;👍;92972;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_6064019926;Сибирский банк_Томское ГОСБ №8616_Лебедев Арина Александровна;6064019926;Сибирский банк;Томское ГОСБ №8616;Лебедев Арина Александровна;👍;186557;92972.0;100.66;93585.0;186557.0
Сибирский банк_Томское ГОСБ №8616_6182528496;Сибирский банк_Томское ГОСБ №8616_Волков Алексей Николаевич;6182528496;Сибирский банк;Томское ГОСБ №8616;Волков Алексей Николаевич;👍;71871;67139.0;7.05;4732.0;71871.0
Сибирский банк_Томское ГОСБ №8616_6182528496;Сибирский банк_Томское ГОСБ №8616_Волков Алексей Николаевич;6182528496;Сибирский банк;Томское ГОСБ №8616;Волков Алексей Николаевич;👍;67139;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_6506011718;Сибирский банк_Томское ГОСБ №8616_Волков Тимур Александрович;6506011718;Сибирский банк;Томское ГОСБ №8616;Волков Тимур Александрович;👎;69329;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_6506011718;Сибирский банк_Томское ГОСБ №8616_Волков Тимур Александрович;6506011718;Сибирский банк;Томское ГОСБ №8616;Волков Тимур Александрович;👎;124805;69329.0;80.02;55476.0;124805.0
Сибирский банк_Томское ГОСБ №8616_8168325041;Сибирский банк_Томское ГОСБ №8616_Козлов Иван Михайлович;8168325041;Сибирский банк;Томское ГОСБ №8616;Козлов Иван Михайлович;👍;102599;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_8168325041;Сибирский банк_Томское ГОСБ №8616_Козлов Иван Михайлович;8168325041;Сибирский банк;Томское ГОСБ №8616;Козлов Иван Михайлович;👍;199911;102599.0;94.85;97312.0;199911.0
Сибирский банк_Томское ГОСБ №8616_8701775328;Сибирский банк_Томское ГОСБ №8616_Петров Юлия Андреевна;8701775328;Сибирский банк;Томское ГОСБ №8616;Петров Юлия Андреевна;👍;137676;86308.0;59.52;51368.0;137676.0
Сибирский банк_Томское ГОСБ №8616_8701775328;Сибирский банк_Томское ГОСБ №8616_Петров Юлия Андреевна;8701775328;Сибирский банк;Томское ГОСБ №8616;Петров Юлия Андреевна;👍;86308;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_8814644889;Сибирский банк_Томское ГОСБ №8616_Новиков Диана Николаевна;8814644889;Сибирский банк;Томское ГОСБ №8616;Новиков Диана Николаевна;👍;157974;125854.0;25.52;32120.0;157974.0
Сибирский банк_Томское ГОСБ №8616_8814644889;Сибирский банк_Томское ГОСБ №8616_Новиков Диана Николаевна;8814644889;Сибирский банк;Томское ГОСБ №8616;Новиков Диана Николаевна;👍;125854;N/A;N/A;N/A;N/A
Сибирский банк_Томское ГОСБ №8616_9369036867;Сибирский банк_Томское ГОСБ №8616_Степанов Евгений Иванович;9369036867;Сибирский банк;Томское ГОСБ №8616;Степанов Евгений Иванович;👍;106080;85910.0;23.48;20170.0;106080.0
